idProduct; City; Customer_type; Gender; Product_line; DateSale; Payment
405;Naypyitaw;Member;Female;Fashion accessories;16/02/2019;Ewallet
406;Yangon;Member;Male;Sports and travel;19/01/2019;Credit card
407;Yangon;Normal;Male;Food and beverages;11/01/2019;Credit card
408;Mandalay;Member;Female;Fashion accessories;04/01/2019;Cash
409;Yangon;Normal;Female;Home and lifestyle;04/03/2019;Ewallet
410;Naypyitaw;Normal;Female;Fashion accessories;28/01/2019;Ewallet
411;Mandalay;Normal;Female;Health and beauty;02/01/2019;Cash
412;Mandalay;Normal;Male;Sports and travel;25/01/2019;Ewallet
413;Yangon;Member;Male;Health and beauty;04/01/2019;Cash
414;Yangon;Normal;Male;Sports and travel;10/03/2019;Ewallet
415;Yangon;Normal;Male;Home and lifestyle;22/03/2019;Ewallet
416;Mandalay;Normal;Male;Health and beauty;25/01/2019;Ewallet
417;Naypyitaw;Normal;Female;Home and lifestyle;08/01/2019;Credit card
418;Naypyitaw;Member;Female;Health and beauty;22/01/2019;Ewallet
419;Mandalay;Normal;Female;Health and beauty;12/01/2019;Ewallet
420;Yangon;Member;Female;Electronic accessories;04/02/2019;Cash
421;Naypyitaw;Member;Female;Food and beverages;28/03/2019;Ewallet
422;Naypyitaw;Normal;Female;Electronic accessories;23/01/2019;Cash
423;Naypyitaw;Member;Female;Fashion accessories;08/02/2019;Credit card
424;Mandalay;Member;Male;Fashion accessories;19/03/2019;Credit card
425;Naypyitaw;Normal;Male;Fashion accessories;09/03/2019;Cash
426;Mandalay;Member;Male;Fashion accessories;02/01/2019;Cash
427;Yangon;Member;Male;Health and beauty;21/01/2019;Cash
428;Mandalay;Member;Female;Food and beverages;20/03/2019;Credit card
429;Mandalay;Normal;Male;Sports and travel;27/02/2019;Cash
430;Yangon;Member;Female;Home and lifestyle;08/03/2019;Ewallet
431;Mandalay;Normal;Male;Fashion accessories;31/01/2019;Credit card
432;Naypyitaw;Normal;Male;Food and beverages;08/03/2019;Ewallet
433;Yangon;Normal;Female;Electronic accessories;13/01/2019;Ewallet
434;Mandalay;Normal;Male;Fashion accessories;09/03/2019;Credit card
435;Mandalay;Normal;Female;Fashion accessories;22/02/2019;Credit card
436;Naypyitaw;Normal;Male;Sports and travel;19/03/2019;Ewallet
437;Naypyitaw;Member;Male;Sports and travel;20/01/2019;Ewallet
438;Yangon;Normal;Male;Home and lifestyle;08/03/2019;Credit card
439;Naypyitaw;Member;Male;Food and beverages;08/03/2019;Ewallet
440;Naypyitaw;Normal;Female;Electronic accessories;07/02/2019;Credit card
441;Naypyitaw;Member;Male;Food and beverages;15/01/2019;Cash
442;Mandalay;Member;Female;Sports and travel;22/03/2019;Credit card
443;Yangon;Member;Female;Home and lifestyle;15/01/2019;Credit card
444;Naypyitaw;Normal;Male;Fashion accessories;08/01/2019;Ewallet
445;Yangon;Normal;Female;Sports and travel;15/01/2019;Cash
446;Mandalay;Member;Female;Health and beauty;28/01/2019;Credit card
447;Naypyitaw;Member;Male;Food and beverages;14/02/2019;Credit card
448;Naypyitaw;Normal;Male;Fashion accessories;10/03/2019;Credit card
449;Mandalay;Member;Female;Health and beauty;12/01/2019;Credit card
450;Mandalay;Member;Female;Sports and travel;26/03/2019;Credit card
451;Mandalay;Normal;Female;Electronic accessories;01/01/2019;Cash
452;Mandalay;Normal;Male;Electronic accessories;02/01/2019;Cash
453;Yangon;Normal;Female;Food and beverages;16/03/2019;Ewallet
454;Yangon;Normal;Male;Health and beauty;03/03/2019;Ewallet
455;Yangon;Member;Male;Electronic accessories;31/01/2019;Cash
456;Mandalay;Member;Female;Fashion accessories;13/02/2019;Cash
457;Mandalay;Member;Female;Food and beverages;15/02/2019;Credit card
458;Mandalay;Normal;Male;Electronic accessories;07/02/2019;Cash
459;Naypyitaw;Member;Female;Electronic accessories;27/01/2019;Cash
460;Naypyitaw;Normal;Male;Food and beverages;23/02/2019;Credit card
461;Naypyitaw;Normal;Male;Food and beverages;03/02/2019;Cash
462;Mandalay;Member;Female;Food and beverages;03/03/2019;Credit card
463;Naypyitaw;Normal;Female;Sports and travel;03/02/2019;Cash
464;Naypyitaw;Member;Female;Food and beverages;17/03/2019;Cash
465;Yangon;Member;Male;Food and beverages;28/03/2019;Credit card
466;Naypyitaw;Member;Female;Sports and travel;02/03/2019;Credit card
467;Naypyitaw;Member;Female;Health and beauty;08/02/2019;Credit card
468;Mandalay;Normal;Male;Sports and travel;22/03/2019;Cash
469;Naypyitaw;Normal;Male;Food and beverages;09/02/2019;Ewallet
470;Naypyitaw;Member;Female;Electronic accessories;15/02/2019;Cash
471;Naypyitaw;Member;Female;Home and lifestyle;23/01/2019;Ewallet
472;Yangon;Member;Female;Sports and travel;25/01/2019;Cash
473;Yangon;Member;Male;Fashion accessories;02/02/2019;Credit card
474;Mandalay;Member;Male;Health and beauty;30/03/2019;Cash
475;Yangon;Member;Female;Electronic accessories;30/03/2019;Cash
476;Yangon;Normal;Male;Health and beauty;25/02/2019;Credit card
477;Yangon;Normal;Female;Sports and travel;18/03/2019;Credit card
478;Naypyitaw;Normal;Male;Electronic accessories;07/03/2019;Ewallet
479;Mandalay;Normal;Male;Sports and travel;16/03/2019;Ewallet
480;Yangon;Normal;Male;Electronic accessories;29/01/2019;Ewallet
481;Naypyitaw;Normal;Male;Food and beverages;02/02/2019;Cash
482;Naypyitaw;Normal;Female;Electronic accessories;15/02/2019;Cash
483;Yangon;Normal;Male;Sports and travel;08/01/2019;Ewallet
484;Mandalay;Member;Male;Home and lifestyle;12/02/2019;Cash
485;Naypyitaw;Member;Female;Sports and travel;01/01/2019;Credit card
486;Mandalay;Member;Female;Sports and travel;21/03/2019;Ewallet
487;Mandalay;Normal;Female;Fashion accessories;28/02/2019;Cash
488;Yangon;Normal;Male;Fashion accessories;23/03/2019;Ewallet
489;Naypyitaw;Normal;Male;Home and lifestyle;30/01/2019;Cash
490;Mandalay;Member;Female;Home and lifestyle;04/02/2019;Ewallet
491;Mandalay;Normal;Female;Fashion accessories;13/03/2019;Ewallet
492;Yangon;Member;Female;Fashion accessories;15/03/2019;Credit card
493;Mandalay;Member;Female;Health and beauty;05/03/2019;Ewallet
494;Naypyitaw;Member;Female;Home and lifestyle;05/03/2019;Credit card
495;Mandalay;Normal;Male;Fashion accessories;26/02/2019;Ewallet
496;Mandalay;Normal;Male;Sports and travel;20/03/2019;Cash
497;Naypyitaw;Normal;Female;Electronic accessories;01/01/2019;Cash
498;Naypyitaw;Normal;Female;Food and beverages;27/01/2019;Cash
499;Mandalay;Member;Female;Sports and travel;21/01/2019;Cash
500;Yangon;Member;Female;Sports and travel;02/02/2019;Cash
501;Mandalay;Member;Male;Sports and travel;03/02/2019;Credit card
502;Naypyitaw;Member;Female;Fashion accessories;05/01/2019;Ewallet
503;Naypyitaw;Normal;Male;Home and lifestyle;27/01/2019;Ewallet
504;Mandalay;Normal;Female;Sports and travel;25/03/2019;Cash
505;Mandalay;Normal;Male;Sports and travel;25/02/2019;Credit card
506;Yangon;Member;Male;Electronic accessories;28/01/2019;Ewallet
507;Mandalay;Member;Female;Sports and travel;08/01/2019;Cash
508;Mandalay;Normal;Female;Food and beverages;29/01/2019;Credit card
509;Mandalay;Member;Male;Health and beauty;29/03/2019;Cash
510;Naypyitaw;Member;Female;Home and lifestyle;09/02/2019;Credit card
511;Mandalay;Member;Female;Sports and travel;16/01/2019;Credit card
512;Yangon;Normal;Female;Home and lifestyle;05/01/2019;Ewallet
513;Yangon;Normal;Female;Fashion accessories;27/01/2019;Ewallet
514;Yangon;Normal;Male;Electronic accessories;14/03/2019;Cash
515;Naypyitaw;Member;Male;Sports and travel;23/02/2019;Credit card
516;Naypyitaw;Member;Female;Fashion accessories;18/03/2019;Ewallet
517;Mandalay;Member;Male;Health and beauty;29/03/2019;Ewallet
518;Naypyitaw;Member;Male;Home and lifestyle;22/01/2019;Credit card
519;Yangon;Normal;Male;Home and lifestyle;01/03/2019;Ewallet
520;Naypyitaw;Member;Male;Sports and travel;17/01/2019;Credit card
521;Mandalay;Normal;Female;Electronic accessories;26/03/2019;Credit card
522;Naypyitaw;Member;Female;Home and lifestyle;20/03/2019;Cash
523;Yangon;Member;Female;Home and lifestyle;06/02/2019;Credit card
524;Naypyitaw;Normal;Male;Health and beauty;01/01/2019;Cash
525;Yangon;Normal;Male;Food and beverages;27/01/2019;Credit card
526;Yangon;Member;Female;Sports and travel;25/02/2019;Ewallet
527;Mandalay;Normal;Male;Fashion accessories;16/01/2019;Credit card
528;Mandalay;Member;Male;Fashion accessories;13/01/2019;Ewallet
529;Mandalay;Member;Female;Food and beverages;07/02/2019;Credit card
530;Yangon;Normal;Male;Sports and travel;17/02/2019;Cash
531;Yangon;Normal;Male;Health and beauty;12/02/2019;Ewallet
532;Yangon;Member;Male;Fashion accessories;24/01/2019;Credit card
533;Mandalay;Normal;Male;Electronic accessories;06/02/2019;Ewallet
534;Naypyitaw;Normal;Female;Food and beverages;26/03/2019;Ewallet
535;Yangon;Normal;Female;Home and lifestyle;11/03/2019;Ewallet
536;Naypyitaw;Normal;Male;Home and lifestyle;07/02/2019;Ewallet
537;Mandalay;Member;Female;Fashion accessories;05/01/2019;Credit card
538;Yangon;Normal;Male;Home and lifestyle;07/03/2019;Ewallet
539;Yangon;Normal;Female;Fashion accessories;25/02/2019;Credit card
540;Naypyitaw;Member;Female;Food and beverages;01/02/2019;Ewallet
541;Yangon;Normal;Male;Home and lifestyle;22/01/2019;Ewallet
542;Naypyitaw;Member;Male;Health and beauty;03/01/2019;Credit card
543;Mandalay;Member;Female;Sports and travel;13/02/2019;Credit card
544;Naypyitaw;Member;Male;Electronic accessories;28/01/2019;Credit card
545;Mandalay;Normal;Female;Food and beverages;05/01/2019;Credit card
546;Mandalay;Member;Male;Home and lifestyle;19/03/2019;Ewallet
547;Yangon;Normal;Female;Fashion accessories;12/01/2019;Ewallet
548;Yangon;Normal;Male;Sports and travel;07/01/2019;Credit card
549;Mandalay;Normal;Female;Sports and travel;26/01/2019;Cash
550;Yangon;Normal;Female;Electronic accessories;23/01/2019;Cash
551;Mandalay;Normal;Male;Fashion accessories;09/02/2019;Ewallet
552;Mandalay;Normal;Female;Fashion accessories;22/02/2019;Cash
553;Mandalay;Normal;Female;Health and beauty;05/02/2019;Cash
554;Naypyitaw;Normal;Male;Electronic accessories;07/03/2019;Credit card
555;Yangon;Member;Male;Electronic accessories;25/03/2019;Cash
556;Mandalay;Normal;Male;Home and lifestyle;20/01/2019;Credit card
557;Mandalay;Member;Female;Fashion accessories;04/02/2019;Cash
558;Naypyitaw;Member;Female;Food and beverages;30/01/2019;Ewallet
559;Yangon;Member;Male;Food and beverages;02/01/2019;Ewallet
560;Yangon;Member;Female;Home and lifestyle;29/03/2019;Ewallet
561;Mandalay;Normal;Male;Electronic accessories;14/03/2019;Cash
562;Naypyitaw;Normal;Male;Food and beverages;11/02/2019;Credit card
563;Mandalay;Normal;Female;Electronic accessories;30/01/2019;Ewallet
564;Yangon;Member;Male;Electronic accessories;20/03/2019;Ewallet
565;Mandalay;Normal;Male;Fashion accessories;20/03/2019;Cash
566;Yangon;Normal;Female;Food and beverages;17/01/2019;Credit card
567;Naypyitaw;Normal;Female;Sports and travel;03/02/2019;Credit card
568;Yangon;Normal;Female;Fashion accessories;01/01/2019;Cash
569;Mandalay;Normal;Female;Fashion accessories;10/01/2019;Credit card
570;Naypyitaw;Normal;Female;Sports and travel;02/03/2019;Ewallet
571;Mandalay;Member;Female;Home and lifestyle;25/02/2019;Credit card
572;Mandalay;Member;Male;Sports and travel;29/01/2019;Cash
573;Yangon;Member;Male;Food and beverages;10/03/2019;Ewallet
574;Mandalay;Normal;Male;Food and beverages;13/01/2019;Credit card
575;Yangon;Normal;Male;Sports and travel;22/03/2019;Credit card
576;Mandalay;Member;Male;Fashion accessories;01/03/2019;Ewallet
577;Mandalay;Normal;Male;Food and beverages;20/02/2019;Cash
578;Naypyitaw;Normal;Male;Food and beverages;14/01/2019;Ewallet
579;Yangon;Normal;Female;Health and beauty;26/03/2019;Cash
580;Mandalay;Normal;Male;Health and beauty;01/03/2019;Ewallet
581;Naypyitaw;Normal;Male;Food and beverages;07/01/2019;Cash
582;Yangon;Member;Female;Health and beauty;01/02/2019;Cash
583;Naypyitaw;Member;Female;Fashion accessories;13/02/2019;Credit card
584;Mandalay;Member;Female;Fashion accessories;14/01/2019;Credit card
585;Mandalay;Normal;Male;Sports and travel;19/01/2019;Ewallet
586;Yangon;Normal;Male;Health and beauty;09/03/2019;Credit card
587;Yangon;Normal;Female;Food and beverages;27/03/2019;Cash
588;Yangon;Normal;Female;Sports and travel;04/02/2019;Ewallet
589;Naypyitaw;Normal;Male;Fashion accessories;14/03/2019;Cash
590;Yangon;Normal;Male;Health and beauty;04/03/2019;Cash
591;Naypyitaw;Member;Male;Health and beauty;03/03/2019;Credit card
592;Naypyitaw;Member;Female;Home and lifestyle;27/01/2019;Ewallet
593;Yangon;Member;Female;Sports and travel;07/02/2019;Cash
594;Yangon;Member;Female;Sports and travel;05/02/2019;Ewallet
595;Mandalay;Member;Male;Sports and travel;15/03/2019;Cash
596;Mandalay;Normal;Male;Health and beauty;01/03/2019;Credit card
597;Yangon;Normal;Male;Food and beverages;15/02/2019;Credit card
598;Naypyitaw;Normal;Female;Sports and travel;17/02/2019;Ewallet
599;Naypyitaw;Normal;Female;Fashion accessories;26/01/2019;Cash
600;Yangon;Member;Female;Home and lifestyle;24/03/2019;Ewallet
601;Naypyitaw;Normal;Male;Electronic accessories;23/01/2019;Ewallet
602;Naypyitaw;Normal;Female;Fashion accessories;26/01/2019;Credit card
603;Naypyitaw;Normal;Male;Food and beverages;14/03/2019;Ewallet
604;Mandalay;Normal;Female;Sports and travel;17/03/2019;Ewallet
605;Naypyitaw;Member;Female;Fashion accessories;08/01/2019;Cash
606;Mandalay;Normal;Male;Home and lifestyle;08/02/2019;Cash
607;Yangon;Member;Female;Fashion accessories;10/02/2019;Ewallet
608;Naypyitaw;Member;Female;Food and beverages;28/03/2019;Credit card
609;Yangon;Normal;Male;Fashion accessories;23/01/2019;Ewallet
610;Mandalay;Member;Male;Food and beverages;17/01/2019;Ewallet
611;Yangon;Normal;Female;Electronic accessories;07/02/2019;Credit card
612;Naypyitaw;Member;Female;Food and beverages;09/03/2019;Cash
613;Mandalay;Member;Male;Fashion accessories;24/01/2019;Cash
614;Naypyitaw;Member;Male;Sports and travel;19/01/2019;Credit card
615;Yangon;Member;Male;Food and beverages;03/02/2019;Ewallet
616;Yangon;Member;Female;Sports and travel;20/03/2019;Ewallet
617;Mandalay;Member;Male;Sports and travel;13/01/2019;Cash
618;Naypyitaw;Member;Male;Electronic accessories;14/03/2019;Ewallet
619;Yangon;Member;Male;Food and beverages;23/01/2019;Credit card
620;Naypyitaw;Member;Female;Fashion accessories;07/02/2019;Ewallet
621;Yangon;Normal;Female;Food and beverages;28/03/2019;Credit card
622;Yangon;Member;Female;Food and beverages;20/03/2019;Cash
623;Mandalay;Member;Female;Home and lifestyle;17/01/2019;Credit card
624;Mandalay;Normal;Female;Fashion accessories;12/01/2019;Credit card
625;Mandalay;Member;Male;Fashion accessories;16/02/2019;Cash
626;Mandalay;Member;Female;Food and beverages;26/01/2019;Cash
627;Yangon;Normal;Male;Sports and travel;09/03/2019;Ewallet
628;Mandalay;Member;Male;Health and beauty;14/03/2019;Cash
629;Yangon;Member;Male;Home and lifestyle;25/01/2019;Ewallet
630;Yangon;Normal;Female;Fashion accessories;26/01/2019;Credit card
631;Yangon;Normal;Male;Sports and travel;19/01/2019;Credit card
632;Yangon;Normal;Male;Electronic accessories;05/03/2019;Ewallet
633;Yangon;Member;Male;Food and beverages;15/01/2019;Credit card
634;Mandalay;Normal;Male;Home and lifestyle;18/03/2019;Ewallet
635;Mandalay;Member;Male;Food and beverages;20/03/2019;Credit card
636;Mandalay;Member;Male;Health and beauty;15/01/2019;Credit card
637;Yangon;Normal;Male;Health and beauty;03/03/2019;Credit card
638;Naypyitaw;Normal;Female;Electronic accessories;19/03/2019;Cash
639;Mandalay;Member;Female;Food and beverages;08/03/2019;Cash
640;Mandalay;Normal;Male;Fashion accessories;27/02/2019;Ewallet
641;Mandalay;Member;Female;Food and beverages;23/02/2019;Ewallet
642;Naypyitaw;Member;Female;Electronic accessories;19/03/2019;Ewallet
643;Mandalay;Member;Male;Electronic accessories;27/03/2019;Ewallet
644;Naypyitaw;Member;Female;Food and beverages;30/03/2019;Credit card
645;Naypyitaw;Member;Male;Electronic accessories;16/02/2019;Ewallet
646;Yangon;Member;Male;Home and lifestyle;18/01/2019;Ewallet
647;Naypyitaw;Normal;Male;Health and beauty;30/03/2019;Cash
648;Mandalay;Member;Male;Fashion accessories;20/03/2019;Cash
649;Naypyitaw;Member;Female;Sports and travel;16/01/2019;Cash
650;Naypyitaw;Normal;Male;Electronic accessories;24/02/2019;Cash
651;Mandalay;Normal;Male;Electronic accessories;15/01/2019;Ewallet
652;Mandalay;Normal;Female;Health and beauty;22/01/2019;Cash
653;Yangon;Member;Male;Home and lifestyle;03/02/2019;Cash
654;Mandalay;Member;Male;Sports and travel;06/03/2019;Ewallet
655;Mandalay;Member;Male;Fashion accessories;16/02/2019;Credit card
656;Yangon;Normal;Female;Electronic accessories;14/03/2019;Credit card
657;Naypyitaw;Normal;Female;Electronic accessories;27/02/2019;Credit card
658;Yangon;Member;Female;Fashion accessories;18/01/2019;Ewallet
659;Yangon;Member;Female;Sports and travel;29/01/2019;Cash
660;Yangon;Member;Male;Fashion accessories;26/02/2019;Credit card
661;Mandalay;Normal;Female;Sports and travel;03/02/2019;Cash
662;Naypyitaw;Member;Male;Sports and travel;16/01/2019;Credit card
663;Mandalay;Member;Female;Fashion accessories;24/03/2019;Credit card
664;Naypyitaw;Member;Female;Food and beverages;12/02/2019;Credit card
665;Naypyitaw;Normal;Female;Sports and travel;21/02/2019;Cash
666;Yangon;Normal;Female;Fashion accessories;04/02/2019;Ewallet
667;Mandalay;Member;Male;Food and beverages;20/02/2019;Ewallet
668;Mandalay;Normal;Female;Health and beauty;23/02/2019;Ewallet
669;Naypyitaw;Member;Female;Health and beauty;16/02/2019;Ewallet
670;Mandalay;Normal;Female;Sports and travel;17/01/2019;Credit card
671;Yangon;Member;Male;Fashion accessories;14/01/2019;Ewallet
672;Mandalay;Member;Male;Food and beverages;30/03/2019;Cash
673;Mandalay;Normal;Female;Health and beauty;02/03/2019;Ewallet
674;Naypyitaw;Normal;Male;Health and beauty;15/02/2019;Credit card
675;Yangon;Normal;Female;Electronic accessories;01/03/2019;Credit card
676;Mandalay;Member;Male;Fashion accessories;24/02/2019;Cash
677;Mandalay;Member;Female;Sports and travel;19/02/2019;Credit card
678;Yangon;Member;Female;Food and beverages;23/02/2019;Cash
679;Naypyitaw;Normal;Male;Health and beauty;07/02/2019;Ewallet
680;Yangon;Member;Male;Food and beverages;11/01/2019;Ewallet
681;Mandalay;Member;Female;Electronic accessories;12/02/2019;Cash
682;Mandalay;Normal;Female;Sports and travel;14/01/2019;Credit card
683;Naypyitaw;Normal;Female;Fashion accessories;09/01/2019;Ewallet
684;Yangon;Member;Male;Fashion accessories;27/02/2019;Ewallet
685;Mandalay;Member;Female;Sports and travel;24/01/2019;Ewallet
686;Mandalay;Member;Female;Home and lifestyle;08/01/2019;Credit card
687;Mandalay;Member;Female;Sports and travel;08/01/2019;Credit card
688;Yangon;Member;Male;Home and lifestyle;16/01/2019;Cash
689;Naypyitaw;Member;Male;Sports and travel;13/03/2019;Cash
690;Yangon;Normal;Female;Food and beverages;15/02/2019;Cash
691;Naypyitaw;Member;Female;Sports and travel;25/01/2019;Cash
692;Naypyitaw;Member;Male;Food and beverages;12/03/2019;Ewallet
693;Yangon;Member;Male;Health and beauty;04/03/2019;Cash
694;Naypyitaw;Member;Female;Fashion accessories;10/02/2019;Cash
695;Naypyitaw;Normal;Female;Food and beverages;16/01/2019;Cash
696;Yangon;Member;Female;Home and lifestyle;29/01/2019;Cash
697;Yangon;Member;Female;Sports and travel;01/01/2019;Ewallet
698;Mandalay;Normal;Male;Home and lifestyle;06/01/2019;Ewallet
699;Yangon;Member;Male;Electronic accessories;19/02/2019;Credit card
700;Naypyitaw;Normal;Male;Home and lifestyle;12/01/2019;Ewallet
701;Naypyitaw;Normal;Female;Fashion accessories;07/02/2019;Ewallet
702;Mandalay;Normal;Male;Food and beverages;27/03/2019;Credit card
703;Mandalay;Member;Female;Fashion accessories;27/02/2019;Credit card
704;Mandalay;Member;Male;Health and beauty;06/01/2019;Cash
705;Mandalay;Member;Female;Home and lifestyle;02/03/2019;Cash
706;Mandalay;Normal;Male;Health and beauty;29/03/2019;Cash
707;Mandalay;Normal;Female;Electronic accessories;31/01/2019;Ewallet
708;Naypyitaw;Member;Male;Food and beverages;21/01/2019;Cash
709;Naypyitaw;Normal;Male;Fashion accessories;20/01/2019;Ewallet
710;Yangon;Normal;Male;Sports and travel;17/01/2019;Ewallet
711;Yangon;Member;Male;Food and beverages;28/02/2019;Cash
712;Naypyitaw;Member;Female;Home and lifestyle;19/03/2019;Ewallet
713;Naypyitaw;Normal;Female;Electronic accessories;19/02/2019;Ewallet
714;Naypyitaw;Normal;Female;Health and beauty;04/02/2019;Ewallet
715;Naypyitaw;Member;Male;Fashion accessories;31/01/2019;Ewallet
716;Yangon;Normal;Female;Health and beauty;06/02/2019;Credit card
717;Yangon;Member;Female;Fashion accessories;28/03/2019;Ewallet
718;Yangon;Member;Male;Electronic accessories;19/01/2019;Credit card
719;Yangon;Normal;Male;Fashion accessories;17/02/2019;Credit card
720;Mandalay;Member;Female;Fashion accessories;18/01/2019;Credit card
721;Mandalay;Normal;Female;Fashion accessories;02/02/2019;Cash
722;Naypyitaw;Member;Female;Sports and travel;18/01/2019;Cash
723;Mandalay;Normal;Male;Home and lifestyle;18/03/2019;Credit card
724;Naypyitaw;Member;Female;Food and beverages;11/01/2019;Cash
725;Mandalay;Member;Male;Food and beverages;04/02/2019;Ewallet
726;Naypyitaw;Member;Female;Health and beauty;06/02/2019;Cash
727;Naypyitaw;Member;Male;Home and lifestyle;08/01/2019;Credit card
728;Mandalay;Normal;Male;Sports and travel;05/03/2019;Credit card
729;Naypyitaw;Normal;Male;Fashion accessories;16/03/2019;Ewallet
730;Mandalay;Member;Female;Home and lifestyle;09/03/2019;Cash
731;Yangon;Member;Female;Fashion accessories;01/03/2019;Credit card
732;Yangon;Normal;Male;Health and beauty;28/02/2019;Ewallet
733;Yangon;Member;Male;Fashion accessories;08/02/2019;Ewallet
734;Mandalay;Normal;Male;Electronic accessories;24/01/2019;Ewallet
735;Mandalay;Member;Male;Food and beverages;01/03/2019;Ewallet
736;Naypyitaw;Member;Male;Health and beauty;10/03/2019;Credit card
737;Naypyitaw;Member;Female;Home and lifestyle;23/03/2019;Credit card
738;Naypyitaw;Normal;Male;Electronic accessories;29/01/2019;Ewallet
739;Mandalay;Member;Male;Electronic accessories;12/01/2019;Ewallet
740;Yangon;Normal;Male;Home and lifestyle;20/03/2019;Cash
741;Naypyitaw;Normal;Male;Home and lifestyle;23/03/2019;Cash
742;Naypyitaw;Normal;Male;Food and beverages;14/01/2019;Ewallet
743;Yangon;Member;Female;Sports and travel;12/02/2019;Ewallet
744;Yangon;Member;Male;Home and lifestyle;20/02/2019;Ewallet
745;Naypyitaw;Member;Female;Sports and travel;02/01/2019;Credit card
746;Naypyitaw;Member;Female;Food and beverages;02/02/2019;Cash
747;Mandalay;Member;Male;Fashion accessories;08/01/2019;Credit card
748;Naypyitaw;Member;Female;Home and lifestyle;30/01/2019;Credit card
749;Mandalay;Member;Female;Home and lifestyle;26/03/2019;Credit card
750;Naypyitaw;Member;Male;Health and beauty;15/01/2019;Cash
751;Mandalay;Member;Female;Fashion accessories;14/03/2019;Ewallet
752;Yangon;Normal;Female;Food and beverages;03/02/2019;Credit card
753;Yangon;Member;Female;Electronic accessories;22/02/2019;Ewallet
754;Mandalay;Normal;Male;Home and lifestyle;24/01/2019;Ewallet
755;Naypyitaw;Member;Female;Fashion accessories;25/01/2019;Ewallet
756;Yangon;Normal;Female;Fashion accessories;09/03/2019;Credit card
757;Mandalay;Member;Female;Electronic accessories;17/02/2019;Ewallet
758;Yangon;Normal;Female;Home and lifestyle;11/01/2019;Cash
759;Yangon;Member;Male;Food and beverages;27/02/2019;Ewallet
760;Yangon;Normal;Female;Food and beverages;25/03/2019;Ewallet
761;Mandalay;Member;Female;Food and beverages;11/02/2019;Credit card
762;Mandalay;Normal;Male;Electronic accessories;31/01/2019;Credit card
763;Yangon;Member;Female;Fashion accessories;20/01/2019;Ewallet
764;Yangon;Member;Female;Health and beauty;26/03/2019;Ewallet
765;Yangon;Member;Male;Health and beauty;20/01/2019;Credit card
766;Mandalay;Normal;Female;Home and lifestyle;05/03/2019;Ewallet
767;Naypyitaw;Normal;Female;Fashion accessories;05/01/2019;Credit card
768;Mandalay;Normal;Male;Sports and travel;13/02/2019;Cash
769;Mandalay;Normal;Female;Electronic accessories;16/03/2019;Cash
770;Yangon;Normal;Female;Home and lifestyle;15/01/2019;Cash
771;Mandalay;Member;Female;Sports and travel;26/02/2019;Ewallet
772;Naypyitaw;Member;Female;Health and beauty;27/02/2019;Credit card
773;Naypyitaw;Member;Female;Sports and travel;17/02/2019;Ewallet
774;Naypyitaw;Normal;Female;Food and beverages;06/02/2019;Credit card
775;Naypyitaw;Member;Male;Food and beverages;17/01/2019;Cash
776;Mandalay;Normal;Female;Food and beverages;22/01/2019;Credit card
777;Naypyitaw;Member;Male;Health and beauty;05/03/2019;Credit card
778;Mandalay;Normal;Male;Sports and travel;03/01/2019;Cash
779;Naypyitaw;Member;Male;Sports and travel;20/03/2019;Cash
780;Mandalay;Member;Male;Electronic accessories;31/01/2019;Ewallet
781;Naypyitaw;Normal;Male;Health and beauty;19/02/2019;Cash
782;Yangon;Normal;Female;Sports and travel;11/02/2019;Ewallet
783;Yangon;Member;Female;Fashion accessories;05/02/2019;Credit card
784;Naypyitaw;Normal;Female;Home and lifestyle;03/03/2019;Cash
785;Naypyitaw;Member;Female;Health and beauty;24/02/2019;Ewallet
786;Yangon;Normal;Male;Electronic accessories;04/02/2019;Credit card
787;Naypyitaw;Normal;Male;Electronic accessories;19/02/2019;Ewallet
788;Naypyitaw;Normal;Female;Health and beauty;23/01/2019;Credit card
789;Naypyitaw;Member;Male;Health and beauty;14/01/2019;Credit card
790;Yangon;Normal;Male;Sports and travel;17/01/2019;Ewallet
791;Yangon;Normal;Male;Fashion accessories;03/03/2019;Credit card
792;Naypyitaw;Member;Male;Health and beauty;15/02/2019;Credit card
793;Mandalay;Normal;Female;Home and lifestyle;15/01/2019;Credit card
794;Yangon;Member;Male;Electronic accessories;27/02/2019;Credit card
795;Yangon;Normal;Female;Electronic accessories;26/02/2019;Credit card
796;Mandalay;Normal;Male;Fashion accessories;15/03/2019;Ewallet
797;Naypyitaw;Member;Female;Home and lifestyle;24/01/2019;Cash
798;Yangon;Member;Female;Sports and travel;22/02/2019;Cash
799;Mandalay;Normal;Male;Health and beauty;15/03/2019;Credit card
800;Naypyitaw;Member;Male;Home and lifestyle;11/02/2019;Ewallet
801;Mandalay;Normal;Male;Sports and travel;12/01/2019;Ewallet
802;Naypyitaw;Member;Female;Electronic accessories;03/03/2019;Ewallet
803;Naypyitaw;Member;Male;Fashion accessories;23/03/2019;Ewallet
804;Yangon;Member;Female;Fashion accessories;04/03/2019;Cash
805;Mandalay;Member;Female;Electronic accessories;23/02/2019;Cash
806;Yangon;Normal;Female;Home and lifestyle;17/03/2019;Cash
807;Yangon;Normal;Female;Sports and travel;16/01/2019;Credit card
808;Yangon;Normal;Female;Electronic accessories;08/01/2019;Cash
