idProduct;City;Customer type;Gender;Product line;Date;Payment;Unit price;Quantity;Rating
315;Naypyitaw;Member;Female;Electronic accessories;10/02/2019;Cash;78.13;10;4.4
316;Naypyitaw;Member;Male;Food and beverages;14/02/2019;Cash;99.37;2;5.2
317;Naypyitaw;Member;Female;Food and beverages;09/02/2019;Cash;21.08;3;7.3
318;Naypyitaw;Member;Male;Electronic accessories;10/01/2019;Cash;74.79;5;4.9
319;Naypyitaw;Member;Female;Health and beauty;11/03/2019;Credit card;29.67;7;8.1
320;Naypyitaw;Member;Male;Health and beauty;18/02/2019;Ewallet;44.07;4;8.4
321;Naypyitaw;Normal;Female;Food and beverages;26/02/2019;Cash;22.93;9;5.5
322;Naypyitaw;Normal;Female;Health and beauty;18/01/2019;Cash;39.42;1;8.4
323;Yangon;Normal;Male;Health and beauty;15/02/2019;Ewallet;15.26;6;9.8
324;Yangon;Normal;Female;Fashion accessories;08/03/2019;Cash;61.77;5;6.7
325;Yangon;Normal;Male;Home and lifestyle;17/01/2019;Credit card;21.52;6;9.4
326;Mandalay;Normal;Male;Sports and travel;12/03/2019;Ewallet;97.74;4;6.4
327;Yangon;Member;Male;Food and beverages;09/03/2019;Cash;99.78;5;5.4
328;Naypyitaw;Member;Male;Food and beverages;12/03/2019;Cash;94.26;4;8.6
329;Mandalay;Member;Male;Health and beauty;25/01/2019;Credit card;51.13;4;4
330;Yangon;Member;Male;Electronic accessories;25/03/2019;Cash;36.36;4;7.6
331;Mandalay;Normal;Male;Home and lifestyle;07/02/2019;Cash;22.02;9;6.8
332;Yangon;Normal;Male;Food and beverages;17/02/2019;Credit card;32.9;3;9.1
333;Yangon;Normal;Male;Fashion accessories;03/02/2019;Cash;77.02;5;5.5
334;Yangon;Member;Male;Food and beverages;14/03/2019;Credit card;23.48;2;7.9
335;Naypyitaw;Member;Male;Sports and travel;24/03/2019;Ewallet;14.7;5;8.5
336;Yangon;Member;Female;Electronic accessories;21/03/2019;Credit card;28.45;5;9.1
337;Yangon;Normal;Male;Fashion accessories;19/03/2019;Ewallet;76.4;9;7.5
338;Mandalay;Normal;Female;Sports and travel;24/02/2019;Cash;57.95;6;5.2
339;Naypyitaw;Normal;Female;Electronic accessories;28/03/2019;Credit card;47.65;3;9.5
340;Mandalay;Member;Female;Food and beverages;05/02/2019;Credit card;42.82;9;8.9
341;Mandalay;Member;Male;Electronic accessories;10/02/2019;Credit card;48.09;3;7.8
342;Mandalay;Member;Female;Health and beauty;05/03/2019;Ewallet;55.97;7;8.9
343;Mandalay;Member;Female;Health and beauty;15/02/2019;Cash;76.9;7;7.7
344;Naypyitaw;Normal;Female;Food and beverages;30/01/2019;Ewallet;97.03;5;9.3
345;Yangon;Normal;Male;Sports and travel;14/02/2019;Cash;44.65;3;6.2
346;Yangon;Normal;Female;Fashion accessories;27/02/2019;Ewallet;77.93;9;7.6
347;Yangon;Member;Male;Electronic accessories;04/02/2019;Cash;71.95;1;7.3
348;Naypyitaw;Member;Female;Home and lifestyle;20/01/2019;Cash;89.25;8;4.7
349;Yangon;Normal;Male;Electronic accessories;28/03/2019;Cash;26.02;7;5.1
350;Mandalay;Normal;Female;Health and beauty;27/02/2019;Credit card;13.5;10;4.8
351;Naypyitaw;Member;Female;Fashion accessories;15/02/2019;Credit card;99.3;10;6.6
352;Yangon;Normal;Male;Electronic accessories;26/01/2019;Cash;51.69;7;5.5
353;Mandalay;Member;Female;Fashion accessories;14/03/2019;Credit card;54.73;7;8.5
354;Mandalay;Member;Male;Home and lifestyle;02/03/2019;Cash;27;9;4.8
355;Naypyitaw;Normal;Female;Electronic accessories;04/03/2019;Cash;30.24;1;8.4
356;Mandalay;Member;Female;Food and beverages;07/01/2019;Credit card;89.14;4;7.8
357;Naypyitaw;Normal;Female;Fashion accessories;08/03/2019;Credit card;37.55;10;9.3
358;Naypyitaw;Normal;Female;Sports and travel;09/01/2019;Cash;95.44;10;5.2
359;Mandalay;Normal;Male;Electronic accessories;01/03/2019;Ewallet;27.5;3;6.5
360;Mandalay;Normal;Male;Sports and travel;16/03/2019;Cash;74.97;1;5.6
361;Yangon;Member;Male;Food and beverages;17/02/2019;Credit card;80.96;8;7.4
362;Naypyitaw;Normal;Female;Food and beverages;27/02/2019;Cash;94.47;8;9.1
363;Naypyitaw;Normal;Male;Food and beverages;07/03/2019;Ewallet;99.79;2;8
364;Yangon;Normal;Male;Home and lifestyle;21/01/2019;Cash;73.22;6;7.2
365;Naypyitaw;Normal;Female;Food and beverages;19/02/2019;Cash;41.24;4;7.1
366;Naypyitaw;Normal;Female;Fashion accessories;06/01/2019;Cash;81.68;4;9.1
367;Naypyitaw;Normal;Female;Electronic accessories;14/03/2019;Cash;51.32;9;5.6
368;Yangon;Member;Male;Home and lifestyle;24/03/2019;Cash;65.94;4;6
369;Naypyitaw;Normal;Female;Sports and travel;27/01/2019;Cash;14.36;10;5.4
370;Yangon;Member;Male;Electronic accessories;06/03/2019;Credit card;21.5;9;7.8
371;Mandalay;Member;Female;Electronic accessories;02/02/2019;Cash;26.26;7;9.9
372;Mandalay;Normal;Female;Fashion accessories;25/01/2019;Credit card;60.96;2;4.9
373;Naypyitaw;Normal;Female;Home and lifestyle;14/03/2019;Ewallet;70.11;6;5.2
374;Naypyitaw;Normal;Male;Fashion accessories;29/01/2019;Cash;42.08;6;8.9
375;Yangon;Normal;Female;Home and lifestyle;03/01/2019;Credit card;67.09;5;9.1
376;Yangon;Member;Female;Fashion accessories;14/01/2019;Ewallet;96.7;5;7
377;Mandalay;Member;Female;Home and lifestyle;05/01/2019;Credit card;35.38;9;9.6
378;Naypyitaw;Normal;Male;Sports and travel;22/02/2019;Ewallet;95.49;7;8.7
379;Naypyitaw;Member;Male;Fashion accessories;06/02/2019;Ewallet;96.98;4;9.4
380;Mandalay;Normal;Female;Electronic accessories;30/01/2019;Credit card;23.65;4;4
381;Yangon;Member;Male;Sports and travel;11/01/2019;Credit card;82.33;4;7.5
382;Naypyitaw;Normal;Female;Electronic accessories;19/03/2019;Cash;26.61;2;4.2
383;Mandalay;Normal;Female;Food and beverages;14/01/2019;Cash;99.69;5;9.9
384;Naypyitaw;Member;Female;Food and beverages;01/03/2019;Ewallet;74.89;4;4.2
385;Yangon;Normal;Female;Food and beverages;06/01/2019;Ewallet;40.94;5;9.9
386;Mandalay;Member;Male;Sports and travel;31/01/2019;Cash;75.82;1;5.8
387;Naypyitaw;Normal;Male;Food and beverages;11/03/2019;Cash;46.77;6;6
388;Yangon;Normal;Female;Health and beauty;20/02/2019;Credit card;32.32;10;10
389;Naypyitaw;Member;Female;Fashion accessories;27/01/2019;Ewallet;54.07;9;9.5
390;Mandalay;Normal;Male;Food and beverages;10/03/2019;Credit card;18.22;7;6.6
391;Naypyitaw;Member;Female;Fashion accessories;15/02/2019;Cash;80.48;3;8.1
392;Mandalay;Normal;Female;Fashion accessories;26/01/2019;Cash;37.95;10;9.7
393;Yangon;Member;Male;Electronic accessories;13/02/2019;Ewallet;76.82;1;7.2
394;Yangon;Member;Female;Sports and travel;09/03/2019;Credit card;52.26;10;6.2
395;Yangon;Normal;Female;Health and beauty;06/03/2019;Ewallet;79.74;1;7.3
396;Yangon;Normal;Female;Health and beauty;24/01/2019;Ewallet;77.5;5;4.3
397;Yangon;Normal;Female;Food and beverages;13/03/2019;Ewallet;54.27;5;4.6
398;Mandalay;Normal;Male;Home and lifestyle;15/03/2019;Cash;13.59;9;5.8
399;Mandalay;Member;Female;Health and beauty;05/03/2019;Credit card;41.06;6;8.3
400;Mandalay;Member;Male;Electronic accessories;04/03/2019;Cash;19.24;9;8
401;Naypyitaw;Normal;Female;Food and beverages;25/03/2019;Credit card;39.43;6;9.4
402;Naypyitaw;Normal;Male;Home and lifestyle;12/03/2019;Credit card;46.22;4;6.2
403;Naypyitaw;Member;Male;Home and lifestyle;04/02/2019;Ewallet;13.98;1;9.8
404;Mandalay;Normal;Female;Fashion accessories;22/02/2019;Ewallet;39.75;5;9.6
405;Naypyitaw;Member;Female;Fashion accessories;16/02/2019;Ewallet;97.79;7;4.9
406;Yangon;Member;Male;Sports and travel;19/01/2019;Credit card;67.26;4;8
407;Yangon;Normal;Male;Food and beverages;11/01/2019;Credit card;13.79;5;7.8
408;Mandalay;Member;Female;Fashion accessories;04/01/2019;Cash;68.71;4;4.1
409;Yangon;Normal;Female;Home and lifestyle;04/03/2019;Ewallet;56.53;4;5.5
410;Naypyitaw;Normal;Female;Fashion accessories;28/01/2019;Ewallet;23.82;5;5.4
411;Mandalay;Normal;Female;Health and beauty;02/01/2019;Cash;34.21;10;5.1
412;Mandalay;Normal;Male;Sports and travel;25/01/2019;Ewallet;21.87;2;6.9
413;Yangon;Member;Male;Health and beauty;04/01/2019;Cash;20.97;5;7.8
414;Yangon;Normal;Male;Sports and travel;10/03/2019;Ewallet;25.84;3;6.6
415;Yangon;Normal;Male;Home and lifestyle;22/03/2019;Ewallet;50.93;8;9.2
416;Mandalay;Normal;Male;Health and beauty;25/01/2019;Ewallet;96.11;1;7.8
417;Naypyitaw;Normal;Female;Home and lifestyle;08/01/2019;Credit card;45.38;4;8.7
418;Naypyitaw;Member;Female;Health and beauty;22/01/2019;Ewallet;81.51;1;9.2
419;Mandalay;Normal;Female;Health and beauty;12/01/2019;Ewallet;57.22;2;8.3
420;Yangon;Member;Female;Electronic accessories;04/02/2019;Cash;25.22;7;8.2
421;Naypyitaw;Member;Female;Food and beverages;28/03/2019;Ewallet;38.6;3;7.5
422;Naypyitaw;Normal;Female;Electronic accessories;23/01/2019;Cash;84.05;3;9.8
423;Naypyitaw;Member;Female;Fashion accessories;08/02/2019;Credit card;97.21;10;8.7
424;Mandalay;Member;Male;Fashion accessories;19/03/2019;Credit card;25.42;8;6.7
425;Naypyitaw;Normal;Male;Fashion accessories;09/03/2019;Cash;16.28;1;5
426;Mandalay;Member;Male;Fashion accessories;02/01/2019;Cash;40.61;9;7
427;Yangon;Member;Male;Health and beauty;21/01/2019;Cash;53.17;7;8.9
428;Mandalay;Member;Female;Food and beverages;20/03/2019;Credit card;20.87;3;8
429;Mandalay;Normal;Male;Sports and travel;27/02/2019;Cash;67.27;5;6.9
430;Yangon;Member;Female;Home and lifestyle;08/03/2019;Ewallet;90.65;10;7.3
431;Mandalay;Normal;Male;Fashion accessories;31/01/2019;Credit card;69.08;2;6.9
432;Naypyitaw;Normal;Male;Food and beverages;08/03/2019;Ewallet;43.27;2;5.7
433;Yangon;Normal;Female;Electronic accessories;13/01/2019;Ewallet;23.46;6;6.4
434;Mandalay;Normal;Male;Fashion accessories;09/03/2019;Credit card;95.54;7;9.6
435;Mandalay;Normal;Female;Fashion accessories;22/02/2019;Credit card;47.44;1;6.8
436;Naypyitaw;Normal;Male;Sports and travel;19/03/2019;Ewallet;99.24;9;9
437;Naypyitaw;Member;Male;Sports and travel;20/01/2019;Ewallet;82.93;4;9.6
438;Yangon;Normal;Male;Home and lifestyle;08/03/2019;Credit card;33.99;6;7.7
439;Naypyitaw;Member;Male;Food and beverages;08/03/2019;Ewallet;17.04;4;7
440;Naypyitaw;Normal;Female;Electronic accessories;07/02/2019;Credit card;40.86;8;6.5
441;Naypyitaw;Member;Male;Food and beverages;15/01/2019;Cash;17.44;5;8.1
442;Mandalay;Member;Female;Sports and travel;22/03/2019;Credit card;88.43;8;4.3
443;Yangon;Member;Female;Home and lifestyle;15/01/2019;Credit card;89.21;9;6.5
444;Naypyitaw;Normal;Male;Fashion accessories;08/01/2019;Ewallet;12.78;1;9.5
445;Yangon;Normal;Female;Sports and travel;15/01/2019;Cash;19.1;7;9.7
446;Mandalay;Member;Female;Health and beauty;28/01/2019;Credit card;19.15;1;9.5
447;Naypyitaw;Member;Male;Food and beverages;14/02/2019;Credit card;27.66;10;8.9
448;Naypyitaw;Normal;Male;Fashion accessories;10/03/2019;Credit card;45.74;3;6.5
449;Mandalay;Member;Female;Health and beauty;12/01/2019;Credit card;27.07;1;5.3
450;Mandalay;Member;Female;Sports and travel;26/03/2019;Credit card;39.12;1;9.6
451;Mandalay;Normal;Female;Electronic accessories;01/01/2019;Cash;74.71;6;6.7
452;Mandalay;Normal;Male;Electronic accessories;02/01/2019;Cash;22.01;6;7.6
453;Yangon;Normal;Female;Food and beverages;16/03/2019;Ewallet;63.61;5;4.8
454;Yangon;Normal;Male;Health and beauty;03/03/2019;Ewallet;25;1;5.5
455;Yangon;Member;Male;Electronic accessories;31/01/2019;Cash;20.77;4;4.7
456;Mandalay;Member;Female;Fashion accessories;13/02/2019;Cash;29.56;5;6.9
457;Mandalay;Member;Female;Food and beverages;15/02/2019;Credit card;77.4;9;4.5
458;Mandalay;Normal;Male;Electronic accessories;07/02/2019;Cash;79.39;10;6.2
459;Naypyitaw;Member;Female;Electronic accessories;27/01/2019;Cash;46.57;10;7.6
460;Naypyitaw;Normal;Male;Food and beverages;23/02/2019;Credit card;35.89;1;7.9
461;Naypyitaw;Normal;Male;Food and beverages;03/02/2019;Cash;40.52;5;4.5
462;Mandalay;Member;Female;Food and beverages;03/03/2019;Credit card;73.05;10;8.7
463;Naypyitaw;Normal;Female;Sports and travel;03/02/2019;Cash;73.95;4;6.1
464;Naypyitaw;Member;Female;Food and beverages;17/03/2019;Cash;22.62;1;6.4
465;Yangon;Member;Male;Food and beverages;28/03/2019;Credit card;51.34;5;9.1
466;Naypyitaw;Member;Female;Sports and travel;02/03/2019;Credit card;54.55;10;7.1
467;Naypyitaw;Member;Female;Health and beauty;08/02/2019;Credit card;37.15;7;7.7
468;Mandalay;Normal;Male;Sports and travel;22/03/2019;Cash;37.02;6;4.5
469;Naypyitaw;Normal;Male;Food and beverages;09/02/2019;Ewallet;21.58;1;7.2
470;Naypyitaw;Member;Female;Electronic accessories;15/02/2019;Cash;98.84;1;8.4
471;Naypyitaw;Member;Female;Home and lifestyle;23/01/2019;Ewallet;83.77;6;5.4
472;Yangon;Member;Female;Sports and travel;25/01/2019;Cash;40.05;4;9.7
473;Yangon;Member;Male;Fashion accessories;02/02/2019;Credit card;43.13;10;5.5
474;Mandalay;Member;Male;Health and beauty;30/03/2019;Cash;72.57;8;4.6
475;Yangon;Member;Female;Electronic accessories;30/03/2019;Cash;64.44;5;6.6
476;Yangon;Normal;Male;Health and beauty;25/02/2019;Credit card;65.18;3;6.3
477;Yangon;Normal;Female;Sports and travel;18/03/2019;Credit card;33.26;5;4.2
478;Naypyitaw;Normal;Male;Electronic accessories;07/03/2019;Ewallet;84.07;4;4.4
479;Mandalay;Normal;Male;Sports and travel;16/03/2019;Ewallet;34.37;10;6.7
480;Yangon;Normal;Male;Electronic accessories;29/01/2019;Ewallet;38.6;1;6.7
481;Naypyitaw;Normal;Male;Food and beverages;02/02/2019;Cash;65.97;8;8.4
482;Naypyitaw;Normal;Female;Electronic accessories;15/02/2019;Cash;32.8;10;6.2
483;Yangon;Normal;Male;Sports and travel;08/01/2019;Ewallet;37.14;5;5
484;Mandalay;Member;Male;Home and lifestyle;12/02/2019;Cash;60.38;10;6
485;Naypyitaw;Member;Female;Sports and travel;01/01/2019;Credit card;36.98;10;7
486;Mandalay;Member;Female;Sports and travel;21/03/2019;Ewallet;49.49;4;6.6
487;Mandalay;Normal;Female;Fashion accessories;28/02/2019;Cash;41.09;10;7.3
488;Yangon;Normal;Male;Fashion accessories;23/03/2019;Ewallet;37.15;4;8.3
489;Naypyitaw;Normal;Male;Home and lifestyle;30/01/2019;Cash;22.96;1;4.3
490;Mandalay;Member;Female;Home and lifestyle;04/02/2019;Ewallet;77.68;9;9.8
491;Mandalay;Normal;Female;Fashion accessories;13/03/2019;Ewallet;34.7;2;8.2
492;Yangon;Member;Female;Fashion accessories;15/03/2019;Credit card;19.66;10;7.2
493;Mandalay;Member;Female;Health and beauty;05/03/2019;Ewallet;25.32;8;8.7
494;Naypyitaw;Member;Female;Home and lifestyle;05/03/2019;Credit card;12.12;10;8.4
495;Mandalay;Normal;Male;Fashion accessories;26/02/2019;Ewallet;99.89;2;7.1
496;Mandalay;Normal;Male;Sports and travel;20/03/2019;Cash;75.92;8;5.5
497;Naypyitaw;Normal;Female;Electronic accessories;01/01/2019;Cash;63.22;2;8.5
498;Naypyitaw;Normal;Female;Food and beverages;27/01/2019;Cash;90.24;6;6.2
499;Mandalay;Member;Female;Sports and travel;21/01/2019;Cash;98.13;1;8.9
500;Yangon;Member;Female;Sports and travel;02/02/2019;Cash;51.52;8;9.6
501;Mandalay;Member;Male;Sports and travel;03/02/2019;Credit card;73.97;1;5.4
502;Naypyitaw;Member;Female;Fashion accessories;05/01/2019;Ewallet;31.9;1;9.1
503;Naypyitaw;Normal;Male;Home and lifestyle;27/01/2019;Ewallet;69.4;2;9
504;Mandalay;Normal;Female;Sports and travel;25/03/2019;Cash;93.31;2;6.3
505;Mandalay;Normal;Male;Sports and travel;25/02/2019;Credit card;88.45;1;9.5
506;Yangon;Member;Male;Electronic accessories;28/01/2019;Ewallet;24.18;8;9.8
507;Mandalay;Member;Female;Sports and travel;08/01/2019;Cash;48.5;3;6.7
508;Mandalay;Normal;Female;Food and beverages;29/01/2019;Credit card;84.05;6;7.7
509;Mandalay;Member;Male;Health and beauty;29/03/2019;Cash;61.29;5;7
510;Naypyitaw;Member;Female;Home and lifestyle;09/02/2019;Credit card;15.95;6;5.1
511;Mandalay;Member;Female;Sports and travel;16/01/2019;Credit card;90.74;7;6.2
512;Yangon;Normal;Female;Home and lifestyle;05/01/2019;Ewallet;42.91;5;6.1
513;Yangon;Normal;Female;Fashion accessories;27/01/2019;Ewallet;54.28;7;9.3
514;Yangon;Normal;Male;Electronic accessories;14/03/2019;Cash;99.55;7;7.6
515;Naypyitaw;Member;Male;Sports and travel;23/02/2019;Credit card;58.39;7;8.2
516;Naypyitaw;Member;Female;Fashion accessories;18/03/2019;Ewallet;51.47;1;8.5
517;Mandalay;Member;Male;Health and beauty;29/03/2019;Ewallet;54.86;5;9.8
518;Naypyitaw;Member;Male;Home and lifestyle;22/01/2019;Credit card;39.39;5;8.7
519;Yangon;Normal;Male;Home and lifestyle;01/03/2019;Ewallet;34.73;2;9.7
520;Naypyitaw;Member;Male;Sports and travel;17/01/2019;Credit card;71.92;5;4.3
521;Mandalay;Normal;Female;Electronic accessories;26/03/2019;Credit card;45.71;3;7.7
522;Naypyitaw;Member;Female;Home and lifestyle;20/03/2019;Cash;83.17;6;7.3
523;Yangon;Member;Female;Home and lifestyle;06/02/2019;Credit card;37.44;6;5.9
524;Naypyitaw;Normal;Male;Health and beauty;01/01/2019;Cash;62.87;2;5
525;Yangon;Normal;Male;Food and beverages;27/01/2019;Credit card;81.71;6;8
526;Yangon;Member;Female;Sports and travel;25/02/2019;Ewallet;91.41;5;7.1
527;Mandalay;Normal;Male;Fashion accessories;16/01/2019;Credit card;39.21;4;9
528;Mandalay;Member;Male;Fashion accessories;13/01/2019;Ewallet;59.86;2;6.7
529;Mandalay;Member;Female;Food and beverages;07/02/2019;Credit card;54.36;10;6.1
530;Yangon;Normal;Male;Sports and travel;17/02/2019;Cash;98.09;9;9.3
531;Yangon;Normal;Male;Health and beauty;12/02/2019;Ewallet;25.43;6;7
532;Yangon;Member;Male;Fashion accessories;24/01/2019;Credit card;86.68;8;7.2
533;Mandalay;Normal;Male;Electronic accessories;06/02/2019;Ewallet;22.95;10;8.2
534;Naypyitaw;Normal;Female;Food and beverages;26/03/2019;Ewallet;16.31;9;8.4
535;Yangon;Normal;Female;Home and lifestyle;11/03/2019;Ewallet;28.32;5;6.2
536;Naypyitaw;Normal;Male;Home and lifestyle;07/02/2019;Ewallet;16.67;7;7.4
537;Mandalay;Member;Female;Fashion accessories;05/01/2019;Credit card;73.96;1;5
538;Yangon;Normal;Male;Home and lifestyle;07/03/2019;Ewallet;97.94;1;6.9
539;Yangon;Normal;Female;Fashion accessories;25/02/2019;Credit card;73.05;4;4.9
540;Naypyitaw;Member;Female;Food and beverages;01/02/2019;Ewallet;87.48;6;5.1
541;Yangon;Normal;Male;Home and lifestyle;22/01/2019;Ewallet;30.68;3;9.1
542;Naypyitaw;Member;Male;Health and beauty;03/01/2019;Credit card;75.88;1;7.1
543;Mandalay;Member;Female;Sports and travel;13/02/2019;Credit card;20.18;4;5
544;Naypyitaw;Member;Male;Electronic accessories;28/01/2019;Credit card;18.77;6;5.5
545;Mandalay;Normal;Female;Food and beverages;05/01/2019;Credit card;71.2;1;9.2
546;Mandalay;Member;Male;Home and lifestyle;19/03/2019;Ewallet;38.81;4;4.9
547;Yangon;Normal;Female;Fashion accessories;12/01/2019;Ewallet;29.42;10;8.9
548;Yangon;Normal;Male;Sports and travel;07/01/2019;Credit card;60.95;9;6
549;Mandalay;Normal;Female;Sports and travel;26/01/2019;Cash;51.54;5;4.2
550;Yangon;Normal;Female;Electronic accessories;23/01/2019;Cash;66.06;6;7.3
551;Mandalay;Normal;Male;Fashion accessories;09/02/2019;Ewallet;57.27;3;6.5
552;Mandalay;Normal;Female;Fashion accessories;22/02/2019;Cash;54.31;9;8.9
553;Mandalay;Normal;Female;Health and beauty;05/02/2019;Cash;58.24;9;9.7
554;Naypyitaw;Normal;Male;Electronic accessories;07/03/2019;Credit card;22.21;6;8.6
555;Yangon;Member;Male;Electronic accessories;25/03/2019;Cash;19.32;7;6.9
556;Mandalay;Normal;Male;Home and lifestyle;20/01/2019;Credit card;37.48;3;7.7
557;Mandalay;Member;Female;Fashion accessories;04/02/2019;Cash;72.04;2;9.5
558;Naypyitaw;Member;Female;Food and beverages;30/01/2019;Ewallet;98.52;10;4.5
559;Yangon;Member;Male;Food and beverages;02/01/2019;Ewallet;41.66;6;5.6
560;Yangon;Member;Female;Home and lifestyle;29/03/2019;Ewallet;72.42;3;8.2
561;Mandalay;Normal;Male;Electronic accessories;14/03/2019;Cash;21.58;9;7.3
562;Naypyitaw;Normal;Male;Food and beverages;11/02/2019;Credit card;89.2;10;4.4
563;Mandalay;Normal;Female;Electronic accessories;30/01/2019;Ewallet;42.42;8;5.7
564;Yangon;Member;Male;Electronic accessories;20/03/2019;Ewallet;74.51;6;5
565;Mandalay;Normal;Male;Fashion accessories;20/03/2019;Cash;99.25;2;9
566;Yangon;Normal;Female;Food and beverages;17/01/2019;Credit card;81.21;10;6.3
567;Naypyitaw;Normal;Female;Sports and travel;03/02/2019;Credit card;49.33;10;9.4
568;Yangon;Normal;Female;Fashion accessories;01/01/2019;Cash;65.74;9;7.7
569;Mandalay;Normal;Female;Fashion accessories;10/01/2019;Credit card;79.86;7;5.5
570;Naypyitaw;Normal;Female;Sports and travel;02/03/2019;Ewallet;73.98;7;4.1
571;Mandalay;Member;Female;Home and lifestyle;25/02/2019;Credit card;82.04;5;7.6
572;Mandalay;Member;Male;Sports and travel;29/01/2019;Cash;26.67;10;8.6
573;Yangon;Member;Male;Food and beverages;10/03/2019;Ewallet;10.13;7;8.3
574;Mandalay;Normal;Male;Food and beverages;13/01/2019;Credit card;72.39;2;8.1
575;Yangon;Normal;Male;Sports and travel;22/03/2019;Credit card;85.91;5;8.6
576;Mandalay;Member;Male;Fashion accessories;01/03/2019;Ewallet;81.31;7;6.3
577;Mandalay;Normal;Male;Food and beverages;20/02/2019;Cash;60.3;4;5.8
578;Naypyitaw;Normal;Male;Food and beverages;14/01/2019;Ewallet;31.77;4;6.2
579;Yangon;Normal;Female;Health and beauty;26/03/2019;Cash;64.27;4;7.7
580;Mandalay;Normal;Male;Health and beauty;01/03/2019;Ewallet;69.51;2;8.1
581;Naypyitaw;Normal;Male;Food and beverages;07/01/2019;Cash;27.22;3;7.3
582;Yangon;Member;Female;Health and beauty;01/02/2019;Cash;77.68;4;8.4
583;Naypyitaw;Member;Female;Fashion accessories;13/02/2019;Credit card;92.98;2;8
584;Mandalay;Member;Female;Fashion accessories;14/01/2019;Credit card;18.08;4;9.5
585;Mandalay;Normal;Male;Sports and travel;19/01/2019;Ewallet;63.06;3;7
586;Yangon;Normal;Male;Health and beauty;09/03/2019;Credit card;51.71;4;9.8
587;Yangon;Normal;Female;Food and beverages;27/03/2019;Cash;52.34;3;9.2
588;Yangon;Normal;Female;Sports and travel;04/02/2019;Ewallet;43.06;5;7.7
589;Naypyitaw;Normal;Male;Fashion accessories;14/03/2019;Cash;59.61;10;5.3
590;Yangon;Normal;Male;Health and beauty;04/03/2019;Cash;14.62;5;4.4
591;Naypyitaw;Member;Male;Health and beauty;03/03/2019;Credit card;46.53;6;4.3
592;Naypyitaw;Member;Female;Home and lifestyle;27/01/2019;Ewallet;24.24;7;9.4
593;Yangon;Member;Female;Sports and travel;07/02/2019;Cash;45.58;1;9.8
594;Yangon;Member;Female;Sports and travel;05/02/2019;Ewallet;75.2;3;4.8
595;Mandalay;Member;Male;Sports and travel;15/03/2019;Cash;96.8;3;5.3
596;Mandalay;Normal;Male;Health and beauty;01/03/2019;Credit card;14.82;3;8.7
597;Yangon;Normal;Male;Food and beverages;15/02/2019;Credit card;52.2;3;9.5
598;Naypyitaw;Normal;Female;Sports and travel;17/02/2019;Ewallet;46.66;9;5.3
599;Naypyitaw;Normal;Female;Fashion accessories;26/01/2019;Cash;36.85;5;9.2
600;Yangon;Member;Female;Home and lifestyle;24/03/2019;Ewallet;70.32;2;9.6
601;Naypyitaw;Normal;Male;Electronic accessories;23/01/2019;Ewallet;83.08;1;6.4
602;Naypyitaw;Normal;Female;Fashion accessories;26/01/2019;Credit card;64.99;1;4.5
603;Naypyitaw;Normal;Male;Food and beverages;14/03/2019;Ewallet;77.56;10;6.9
604;Mandalay;Normal;Female;Sports and travel;17/03/2019;Ewallet;54.51;6;7.8
605;Naypyitaw;Member;Female;Fashion accessories;08/01/2019;Cash;51.89;7;4.5
606;Mandalay;Normal;Male;Home and lifestyle;08/02/2019;Cash;31.75;4;8.6
607;Yangon;Member;Female;Fashion accessories;10/02/2019;Ewallet;53.65;7;5.2
608;Naypyitaw;Member;Female;Food and beverages;28/03/2019;Credit card;49.79;4;6.4
609;Yangon;Normal;Male;Fashion accessories;23/01/2019;Ewallet;30.61;1;5.2
610;Mandalay;Member;Male;Food and beverages;17/01/2019;Ewallet;57.89;2;8.9
611;Yangon;Normal;Female;Electronic accessories;07/02/2019;Credit card;28.96;1;6.2
612;Naypyitaw;Member;Female;Food and beverages;09/03/2019;Cash;98.97;9;6.7
613;Mandalay;Member;Male;Fashion accessories;24/01/2019;Cash;93.22;3;7.2
614;Naypyitaw;Member;Male;Sports and travel;19/01/2019;Credit card;80.93;1;9
615;Yangon;Member;Male;Food and beverages;03/02/2019;Ewallet;67.45;10;4.2
616;Yangon;Member;Female;Sports and travel;20/03/2019;Ewallet;38.72;9;4.2
617;Mandalay;Member;Male;Sports and travel;13/01/2019;Cash;72.6;6;6.9
618;Naypyitaw;Member;Male;Electronic accessories;14/03/2019;Ewallet;87.91;5;4.4
619;Yangon;Member;Male;Food and beverages;23/01/2019;Credit card;98.53;6;4
620;Naypyitaw;Member;Female;Fashion accessories;07/02/2019;Ewallet;43.46;6;8.5
621;Yangon;Normal;Female;Food and beverages;28/03/2019;Credit card;71.68;3;9.2
622;Yangon;Member;Female;Food and beverages;20/03/2019;Cash;91.61;1;9.8
623;Mandalay;Member;Female;Home and lifestyle;17/01/2019;Credit card;94.59;7;4.9
624;Mandalay;Normal;Female;Fashion accessories;12/01/2019;Credit card;83.25;10;4.4
625;Mandalay;Member;Male;Fashion accessories;16/02/2019;Cash;91.35;1;6.8
626;Mandalay;Member;Female;Food and beverages;26/01/2019;Cash;78.88;2;9.1
627;Yangon;Normal;Male;Sports and travel;09/03/2019;Ewallet;60.87;2;8.7
628;Mandalay;Member;Male;Health and beauty;14/03/2019;Cash;82.58;10;5
629;Yangon;Member;Male;Home and lifestyle;25/01/2019;Ewallet;53.3;3;7.5
